"Open","Close","MA(Open)","MA(High)","MA(Low)","MA(Close)","MA(Volume)","Close(-6)","Close(-7)","Close(-8)","Close(-9)","Close(-10)","High(-1)","High(-2)","High(-3)","High(-4)","High(-5)","High(-6)","High(-7)","High(-8)","High(-9)","High(-10)","Low(-1)","Low(-2)","Low(-3)","Low(-4)","Low(-5)","Low(-6)","Low(-7)","Low(-8)","Low(-9)","Low(-10)","MA(Open) (#1)","MA(High) (#1)","MA(Low) (#1)","MA(Close) (#1)","MA(Open) (#2)","MA(High) (#2)","MA(Low) (#2)","MA(Close) (#2)","MA15>MA50","MA50>MA200","previsto","erro"
1.6997000000000002,1.6992,1.7111400000000008,1.764746666666668,1.7105999999999992,1.749059999999998,0.0,1.7605999999999997,1.7487999999999997,1.7477999999999998,1.7554,1.722,1.7601,1.7622,1.772,1.7782,1.7614,1.7623999999999997,1.7614,1.7519999999999998,1.7541,1.7699999999999998,1.7123000000000002,1.7136,1.7213000000000003,1.72,1.7081000000000002,1.7066000000000001,1.7036,1.7034000000000002,1.7045000000000001,1.7223000000000002,1.7351530000000006,1.7902000000000013,1.7331505000000007,1.7797414999999992,1.7207462457181752,1.7742418255342132,1.7199885570243392,1.7614960977893974,0.0,0.0,1.7118973076540285,0.012697307654028434
1.6756,1.7395,1.707213333333334,1.7587066666666682,1.7066733333333328,1.744973333333331,0.0,1.7649,1.7609,1.7613000000000003,1.7128,1.7605999999999997,1.744,1.7574,1.7646999999999997,1.7566999999999997,1.7601,1.7622,1.772,1.7782,1.7614,1.7623999999999997,1.6949000000000003,1.7052,1.7090000000000003,1.6997000000000002,1.7123000000000002,1.7136,1.7213000000000003,1.72,1.7081000000000002,1.7066000000000001,1.7354685000000005,1.7904715000000015,1.7334660000000006,1.7800714999999991,1.7170306546490464,1.770190562775808,1.716385008711858,1.7591850996344998,0.0,0.0,1.726427678815569,-0.013072321184431024
1.677,1.7249000000000003,1.7027266666666672,1.7543800000000016,1.702186666666666,1.7397399999999976,0.0,1.6992,1.7563,1.7649,1.7609,1.7613000000000003,1.7312,1.7239999999999998,1.744,1.7574,1.7646999999999997,1.7566999999999997,1.7601,1.7622,1.772,1.7782,1.6825000000000003,1.6756000000000002,1.6949000000000003,1.7052,1.7090000000000003,1.6997000000000002,1.7123000000000002,1.7136,1.7213000000000003,1.72,1.7353925000000006,1.7902225000000014,1.7333900000000004,1.779596999999999,1.7141597853949866,1.767066951643489,1.713563785435283,1.7546309973942462,0.0,0.0,1.7220712470643655,-0.002828752935634782
1.6600000000000001,1.7014999999999998,1.6860266666666672,1.7369733333333348,1.6860266666666661,1.724153333333331,0.0,1.7249000000000003,1.6739999999999997,1.7395,1.7399999999999998,1.7501,1.7128999999999999,1.7198,1.7229999999999999,1.7233999999999998,1.7285,1.7279999999999998,1.7312,1.7239999999999998,1.744,1.7574,1.6599,1.6718000000000002,1.6732,1.6757000000000002,1.6800000000000002,1.677,1.6825000000000003,1.6756000000000002,1.6949000000000003,1.7052,1.7351005000000006,1.7897915000000013,1.7330980000000005,1.779196499999999,1.7046514988326513,1.7571881191509566,1.7041826836650806,1.7449066866799,0.0,0.0,1.704300570672514,0.0028005706725142687
1.6828000000000003,1.7265,1.6763600000000005,1.726526666666668,1.6763599999999994,1.7145066666666642,0.0,1.6680000000000001,1.7231999999999998,1.7191999999999998,1.7299999999999998,1.7249000000000003,1.7201,1.7139999999999997,1.7212999999999998,1.7186999999999997,1.7128999999999999,1.7198,1.7229999999999999,1.7233999999999998,1.7285,1.7279999999999998,1.6718000000000002,1.6613000000000002,1.6737,1.66,1.6599,1.6718000000000002,1.6732,1.6757000000000002,1.6800000000000002,1.677,1.7344700000000004,1.7889680000000012,1.7324675000000005,1.778164999999999,1.69991095642568,1.7519756315990547,1.699511467017039,1.7393763225776995,0.0,0.0,1.7186926239737572,-0.007807376026242707
1.658,1.709,1.6674533333333341,1.7190333333333347,1.6674533333333328,1.703866666666664,0.0,1.7265,1.6655,1.7175,1.7211999999999998,1.7014999999999998,1.7114,1.7114,1.7209999999999999,1.7232,1.7228,1.7316,1.7201,1.7139999999999997,1.7212999999999998,1.7186999999999997,1.6599,1.6606000000000003,1.6728000000000003,1.6687000000000003,1.6616,1.6828,1.6718000000000002,1.6613000000000002,1.6737,1.66,1.7330190000000003,1.787244500000001,1.7310165000000004,1.776180999999999,1.6921208737486273,1.744391514957041,1.6918066343078269,1.7309202444648155,0.0,0.0,1.696963138297893,-0.01203686170210716
1.648,1.6974999999999998,1.6604466666666675,1.7121800000000016,1.6604466666666662,1.6974466666666639,0.0,1.6644,1.7177,1.6743,1.7245,1.7265,1.6906,1.6860999999999997,1.702,1.7108999999999999,1.7114,1.7114,1.7209999999999999,1.7232,1.7228,1.7316,1.6394000000000002,1.6376,1.6505000000000003,1.6580000000000001,1.6599,1.6606000000000003,1.6728000000000003,1.6687000000000003,1.6616,1.6828,1.7313630000000002,1.785860500000001,1.7293910000000003,1.774812499999999,1.6849829659912483,1.736945235184567,1.6847151945174126,1.7237248692848912,0.0,0.0,1.6929218588914021,-0.004578141108597666
1.6458,1.6998,1.6264800000000008,1.6818866666666685,1.6248999999999996,1.6654733333333305,0.0,1.6064,1.6606,1.6525,1.67,1.6612999999999998,1.7067999999999999,1.6989,1.6954999999999998,1.6799,1.6969,1.6736999999999997,1.6618,1.6611999999999998,1.6681,1.669,1.6559000000000001,1.6469000000000003,1.6262000000000003,1.6324000000000003,1.6225000000000003,1.6145000000000003,1.6098000000000001,1.6029000000000002,1.6067,1.6206,1.7260604999999993,1.7806850000000014,1.7242919999999997,1.768939999999999,1.659335226546714,1.7129179755715107,1.6584811207146726,1.6978524734058047,0.0,0.0,1.6891197500805717,-0.010680249919428286
1.6703,1.7190000000000003,1.6319266666666674,1.6868466666666682,1.630346666666666,1.6700266666666634,0.0,1.69,1.6719999999999997,1.6064,1.6606,1.6525,1.7151,1.7061999999999997,1.7067999999999999,1.6989,1.6954999999999998,1.6799,1.6969,1.6736999999999997,1.6618,1.6611999999999998,1.6533000000000002,1.6458000000000002,1.6559000000000001,1.6469000000000003,1.6262000000000003,1.6324000000000003,1.6225000000000003,1.6145000000000003,1.6098000000000001,1.6029000000000002,1.7253684999999994,1.7798825000000011,1.7236049999999998,1.7680949999999989,1.659537823505829,1.713199484562552,1.6587493928627177,1.6988493612638742,0.0,0.0,1.6999597244405442,-0.019040275559456088
1.6719000000000002,1.72,1.6535600000000006,1.7080266666666681,1.6528199999999995,1.69619333333333,0.0,1.6789999999999998,1.6747,1.689,1.701,1.7043,1.7208999999999999,1.7206,1.7189999999999999,1.7138,1.6994,1.6978999999999997,1.6808,1.6875,1.7016,1.7017,1.6704000000000003,1.6658,1.6576000000000002,1.6507000000000003,1.6503,1.6286,1.62,1.6399000000000001,1.6540000000000001,1.6538000000000002,1.7156384999999992,1.769572500000001,1.7138639999999996,1.7579689999999988,1.6569945255243002,1.7111037848986455,1.6562100669341284,1.6972474400037476,0.0,0.0,1.710276808717757,-0.009723191282243082
1.6748,1.7261999999999997,1.6563266666666672,1.7100466666666678,1.655586666666666,1.6989199999999967,0.0,1.696,1.696,1.6789999999999998,1.6747,1.689,1.7384999999999997,1.7299,1.7208999999999999,1.7206,1.7189999999999999,1.7138,1.6994,1.6978999999999997,1.6808,1.6875,1.6903,1.6719000000000002,1.6704000000000003,1.6658,1.6576000000000002,1.6507000000000003,1.6503,1.6286,1.62,1.6399000000000001,1.7144789999999992,1.7682945000000014,1.7127044999999996,1.7567694999999988,1.658947656971874,1.7126770424996722,1.6582235181502658,1.6998429463471736,0.0,0.0,1.717353283679739,-0.008846716320260795
1.6851000000000003,1.7335,1.6610600000000004,1.7157533333333344,1.6603199999999991,1.7038066666666634,0.0,1.72,1.6704,1.7215,1.71,1.696,1.7336999999999998,1.7183999999999997,1.7182999999999997,1.7249,1.7384999999999997,1.7299,1.7208999999999999,1.7206,1.7189999999999999,1.7138,1.6731000000000003,1.6654000000000002,1.6609,1.6748,1.6903,1.6719000000000002,1.6704000000000003,1.6658,1.6576000000000002,1.6507000000000003,1.7118379999999993,1.765594500000001,1.7100629999999997,1.7540339999999985,1.660811568652449,1.714657098211739,1.6601908913949743,1.7013687747555668,1.0,0.0,1.7296858464363682,-0.0038141535636317947
1.6553000000000002,1.7059,1.6709933333333338,1.7243733333333346,1.670986666666666,1.714459999999997,0.0,1.7335,1.7208,1.6729999999999998,1.711,1.7261999999999997,1.7121,1.7235,1.7309999999999999,1.7347,1.7220999999999997,1.7327,1.7336999999999998,1.7183999999999997,1.7182999999999997,1.7249,1.6639000000000002,1.6683000000000001,1.6769,1.6711,1.6716,1.6851000000000003,1.6731000000000003,1.6654000000000002,1.6609,1.6748,1.7087599999999994,1.7624615000000015,1.7069849999999998,1.7510329999999985,1.6622326242717087,1.7159518544286712,1.6617443978754938,1.7047235897707442,1.0,0.0,1.7037256714185527,-0.0021743285814472824
1.6596000000000002,1.6989,1.6519466666666671,1.7059866666666677,1.6519466666666662,1.6975933333333302,0.0,1.677,1.6813,1.6361,1.7014999999999998,1.7059,1.6994,1.6969,1.7065999999999997,1.717,1.7021,1.6900999999999997,1.6776999999999997,1.6882,1.698,1.7043,1.6471,1.6435,1.6567,1.6594,1.6398,1.6320000000000001,1.6249,1.6347000000000003,1.6460000000000001,1.6553000000000002,1.703714999999999,1.7576590000000014,1.7022414999999995,1.7464714999999988,1.656606648224947,1.7103870503770686,1.6562793977425756,1.6996009835925079,0.0,0.0,1.696167112018228,-0.0027328879817720697
1.5979,1.6465,1.6395666666666673,1.6849000000000007,1.6395666666666662,1.6818799999999972,0.0,1.6907,1.6923,1.699,1.7,1.7065999999999997,1.6593,1.6217,1.6768,1.688,1.6846999999999999,1.6904999999999997,1.6523,1.6991999999999998,1.6987,1.7045999999999997,1.6096000000000001,1.6217,1.627,1.6405000000000003,1.6356000000000002,1.6410000000000002,1.6451,1.6499,1.6441,1.6569000000000003,1.6970224999999988,1.7505330000000012,1.6958994999999997,1.7395839999999991,1.6477911342308564,1.6977356929561873,1.6475965905868186,1.6904117638587155,0.0,0.0,1.6487196090509935,0.0022196090509933875
1.6226,1.6689999999999998,1.6268600000000009,1.6770400000000005,1.626313333333333,1.663739999999997,0.0,1.6749999999999998,1.6675,1.6465,1.6155,1.662,1.6719999999999997,1.6805,1.6889999999999998,1.6933,1.6869,1.6903,1.6687,1.6665999999999999,1.6593,1.6217,1.6231000000000002,1.6334,1.6377,1.6324000000000003,1.6367000000000003,1.6234000000000002,1.6121000000000003,1.5979000000000003,1.6096000000000001,1.6217,1.6933219999999987,1.7468650000000014,1.6921909999999993,1.735297999999999,1.6426172342997356,1.6938429819350589,1.6421791305592957,1.6821458296435425,0.0,0.0,1.6678764004834454,-0.0011235995165543855
1.6123000000000003,1.6652,1.6247066666666676,1.674626666666667,1.62378,1.6543466666666644,0.0,1.6705,1.6193,1.6352,1.67,1.6715,1.6648999999999998,1.6829,1.6799999999999997,1.6718999999999997,1.6688999999999998,1.6719999999999997,1.6759,1.6722999999999997,1.6728,1.6714,1.6169,1.6343,1.6262000000000003,1.6171000000000002,1.6217,1.6210000000000002,1.6265,1.6223000000000003,1.6216,1.6242,1.6878149999999987,1.7412635000000014,1.6868979999999996,1.7290249999999987,1.6352199656698123,1.6855869146816211,1.6345637165321931,1.6712408215840462,0.0,0.0,1.6542248515908835,-0.010975148409116509
1.6236000000000002,1.6242,1.6231066666666676,1.6731733333333338,1.6221799999999997,1.6552466666666643,0.0,1.6723,1.6183,1.6677,1.6705,1.6193,1.6741,1.6697,1.6648999999999998,1.6648999999999998,1.6829,1.6799999999999997,1.6718999999999997,1.6688999999999998,1.6719999999999997,1.6759,1.6179,1.6164000000000003,1.6123000000000003,1.6169,1.6343,1.6262000000000003,1.6171000000000002,1.6217,1.6210000000000002,1.6265,1.6867539999999988,1.7402845000000016,1.6858369999999994,1.727847999999999,1.6334304147054135,1.6842814763957907,1.6328483832484941,1.6689798676115633,0.0,0.0,1.6369402299665365,0.012740229966536454
1.6147000000000002,1.6645,1.6223333333333343,1.672753333333334,1.6214066666666664,1.6511666666666645,0.0,1.6669999999999998,1.6343,1.6723,1.6183,1.6677,1.6759999999999997,1.6779999999999997,1.6741,1.6697,1.6648999999999998,1.6648999999999998,1.6829,1.6799999999999997,1.6718999999999997,1.6688999999999998,1.6286,1.6236000000000002,1.6179,1.6164000000000003,1.6123000000000003,1.6169,1.6343,1.6262000000000003,1.6171000000000002,1.6217,1.6860169999999988,1.7392585000000014,1.6850999999999996,1.726664499999999,1.6325138891609758,1.6832917434933847,1.6319766121413435,1.6672563868263606,0.0,0.0,1.6669748899830121,0.0024748899830120408
1.6107000000000002,1.662,1.6216066666666675,1.6727600000000005,1.62068,1.650633333333331,0.0,1.6652,1.6669999999999998,1.6343,1.6723,1.6183,1.667,1.6759999999999997,1.6779999999999997,1.6741,1.6697,1.6648999999999998,1.6648999999999998,1.6829,1.6799999999999997,1.6718999999999997,1.6147,1.6286,1.6236000000000002,1.6179,1.6164000000000003,1.6123000000000003,1.6169,1.6343,1.6262000000000003,1.6171000000000002,1.685347999999999,1.7384140000000017,1.6844309999999996,1.725803999999999,1.6316584425272125,1.6828842241407034,1.6311422351946245,1.6670502540096408,0.0,0.0,1.6334949811627928,-0.02850501883720713
1.6189000000000002,1.6686,1.6192466666666676,1.6719800000000005,1.6192466666666665,1.6520999999999975,0.0,1.6278999999999997,1.6242,1.6684,1.6627,1.6652,1.6664,1.6677,1.6748999999999998,1.6728999999999998,1.667,1.6759999999999997,1.6779999999999997,1.6741,1.6697,1.6648999999999998,1.6170000000000002,1.6144000000000003,1.6197000000000001,1.6107000000000002,1.6147,1.6286,1.6236000000000002,1.6179,1.6164000000000003,1.6123000000000003,1.682435999999999,1.7354180000000015,1.6815794999999993,1.7230104999999991,1.6295651310787833,1.6808677565988877,1.6291252575928206,1.66512155194872,0.0,0.0,1.6631387007664638,-0.005461299233536332
1.6124000000000003,1.662,1.618600000000001,1.6716266666666673,1.6186,1.654793333333331,0.0,1.662,1.6645,1.6278999999999997,1.6242,1.6684,1.673,1.6684,1.6664,1.6677,1.6748999999999998,1.6728999999999998,1.667,1.6759999999999997,1.6779999999999997,1.6741,1.6212,1.6189,1.6170000000000002,1.6144000000000003,1.6197000000000001,1.6107000000000002,1.6147,1.6286,1.6236000000000002,1.6179,1.6813549999999986,1.7342285000000015,1.6804984999999995,1.7218029999999989,1.628576808812057,1.680286306648954,1.6281707587390861,1.665145269599722,0.0,0.0,1.66135666009967,-6.433399003298312E-4
1.6134,1.6145,1.6172066666666676,1.670993333333334,1.6172066666666667,1.653473333333331,0.0,1.6641,1.662,1.6645,1.6278999999999997,1.6242,1.6735999999999998,1.673,1.6684,1.6664,1.6677,1.6748999999999998,1.6728999999999998,1.667,1.6759999999999997,1.6779999999999997,1.6124000000000003,1.6212,1.6189,1.6170000000000002,1.6144000000000003,1.6197000000000001,1.6107000000000002,1.6147,1.6286,1.6236000000000002,1.6806754999999987,1.7335045000000016,1.6798189999999995,1.720858999999999,1.6279816398390352,1.6800162554078184,1.6275915132983378,1.6631591805958115,0.0,0.0,1.6383487415345883,0.02384874153458827
1.649,1.654,1.638900000000001,1.6632133333333339,1.636893333333333,1.6562199999999974,0.0,1.6588,1.66,1.6627,1.6709999999999998,1.6707,1.654,1.6523,1.6470999999999998,1.6547999999999998,1.6613,1.6608999999999998,1.6606,1.6727,1.6725999999999999,1.6714,1.6484000000000003,1.6501000000000001,1.6399000000000001,1.6501000000000001,1.6563000000000003,1.6564000000000003,1.6539000000000001,1.6550000000000002,1.6245000000000003,1.6140000000000003,1.671583999999999,1.7216965000000017,1.6709599999999993,1.7099444999999984,1.6347993427267917,1.6722435443456989,1.6335302682853197,1.6608631380276022,0.0,0.0,1.6600915075065437,0.006091507506543747
1.6564,1.659,1.6436733333333342,1.6616066666666671,1.641633333333333,1.6550666666666642,0.0,1.6542,1.6574,1.6588,1.66,1.6627,1.6593,1.6513999999999998,1.654,1.6523,1.6470999999999998,1.6547999999999998,1.6613,1.6608999999999998,1.6606,1.6727,1.6488,1.6394000000000002,1.6484000000000003,1.6501000000000001,1.6399000000000001,1.6501000000000001,1.6563000000000003,1.6564000000000003,1.6539000000000001,1.6550000000000002,1.670190499999999,1.7199900000000017,1.6695679999999995,1.7082214999999985,1.6361739415175036,1.671401211062677,1.634982842811631,1.6605578602092554,0.0,0.0,1.6598538032992844,8.538032992844169E-4
1.6706,1.6759999999999997,1.655320000000001,1.661186666666667,1.6522866666666665,1.6574999999999975,0.0,1.654,1.6521,1.6399,1.6494999999999997,1.6542,1.6661,1.6755999999999998,1.6657,1.6631999999999998,1.6593,1.6513999999999998,1.654,1.6523,1.6470999999999998,1.6547999999999998,1.6553000000000002,1.6545,1.6583,1.6559000000000001,1.6488,1.6394000000000002,1.6484000000000003,1.6501000000000001,1.6399000000000001,1.6501000000000001,1.6671734999999994,1.7161405000000016,1.6664764999999995,1.7045809999999983,1.6399103122928715,1.671210032951768,1.6383253569292817,1.6612651237253968,0.0,0.0,1.6671235081284237,-0.00887649187157602
1.6535000000000002,1.6575,1.6573533333333341,1.6629933333333338,1.6537999999999997,1.660233333333331,0.0,1.6759999999999997,1.6631999999999998,1.6649,1.6561,1.659,1.6587,1.6611999999999998,1.6641,1.6658999999999997,1.6766999999999999,1.6728,1.6661,1.6755999999999998,1.6657,1.6631999999999998,1.6518000000000002,1.6545,1.6593000000000002,1.6553000000000002,1.6635000000000002,1.6620000000000001,1.6553000000000002,1.6545,1.6583,1.6559000000000001,1.6646079999999992,1.7121090000000017,1.6637779999999995,1.7007869999999983,1.6441393470876338,1.6696058813626296,1.6419774965954608,1.661746693894213,0.0,0.0,1.6564209615266279,-0.001079038473372096
1.6499,1.6499,1.6573400000000007,1.6636000000000006,1.653786666666666,1.6608999999999976,0.0,1.6795,1.6759999999999997,1.6631999999999998,1.6649,1.6561,1.6578999999999997,1.6587,1.6611999999999998,1.6641,1.6658999999999997,1.6766999999999999,1.6728,1.6661,1.6755999999999998,1.6657,1.6499,1.6518000000000002,1.6545,1.6593000000000002,1.6553000000000002,1.6635000000000002,1.6620000000000001,1.6553000000000002,1.6545,1.6583,1.664250999999999,1.7115645000000015,1.6634209999999998,1.7002184999999985,1.6443652550449817,1.669284082093507,1.6422881830034823,1.6612821176630674,0.0,0.0,1.6505492748531723,6.492748531723436E-4
1.5853,1.592,1.6118600000000005,1.6178666666666666,1.6024933333333329,1.6160799999999977,0.0,1.6070000000000002,1.6051999999999997,1.612,1.6272,1.6285,1.5936999999999997,1.5882999999999998,1.5788,1.5869999999999997,1.6117,1.6074999999999997,1.6114999999999997,1.6177,1.6277,1.6285999999999998,1.5756000000000001,1.5726000000000002,1.5639000000000003,1.5659000000000003,1.5891000000000002,1.5979000000000003,1.6034000000000002,1.6019,1.5953000000000002,1.6184,1.655626999999999,1.6999460000000013,1.654254,1.6891159999999987,1.627446030991573,1.6445180893413593,1.6219180823918282,1.6392235130815516,0.0,0.0,1.5847804745791856,-0.007219525420814499
1.5832000000000002,1.589,1.6019266666666672,1.60874,1.5923533333333328,1.606093333333331,0.0,1.5929,1.6147,1.6070000000000002,1.6051999999999997,1.612,1.5969,1.588,1.5936999999999997,1.5882999999999998,1.5788,1.5869999999999997,1.6117,1.6074999999999997,1.6114999999999997,1.6177,1.5712,1.5777000000000003,1.5756000000000001,1.5726000000000002,1.5639000000000003,1.5659000000000003,1.5891000000000002,1.5979000000000003,1.6034000000000002,1.6019,1.6542859999999993,1.6982360000000014,1.6528794999999998,1.6873219999999984,1.6235916649022557,1.6404095088460608,1.618226034533941,1.6345930238019244,0.0,0.0,1.5810199263158444,-0.007980073684155542
1.5649000000000002,1.5665,1.5744533333333341,1.5812533333333334,1.5669399999999998,1.5786266666666646,0.0,1.5784999999999998,1.589,1.5686000000000002,1.592,1.591,1.5693,1.5660999999999998,1.5586,1.565,1.565,1.5731,1.5855,1.5969,1.588,1.5936999999999997,1.5541,1.5607000000000002,1.5586000000000002,1.5586000000000002,1.5586000000000002,1.5591000000000002,1.5765,1.5712,1.5777000000000003,1.5756000000000001,1.6488294999999993,1.690959500000001,1.6472674999999997,1.6802109999999988,1.608845960134952,1.6232712337512296,1.6037140104007686,1.618547139058704,0.0,0.0,1.5674011129222998,9.011129222997738E-4
