"Close","Close(-1)","High(-1)","Low(-1)"
0.11368971000227157,0.10626940258953588,0.10040786058583606,0.07926992248654008
0.11255394866358748,0.11368971000227157,0.10763811642565813,0.10947344304860829
0.10816233815400922,0.11255394866358748,0.11167964404894315,0.10416587116728404
0.11554478685545544,0.10816233815400922,0.10207638116425655,0.09251976020466612
0.12883319451805864,0.11554478685545544,0.11134593993325914,0.11088624995227014
0.12353297493753312,0.12883319451805864,0.12232109751575826,0.11058077818931611
0.116718406905429,0.12353297493753312,0.12335928809788654,0.11619382183359428
0.10547436965245705,0.116718406905429,0.11401557285873187,0.1063805414486999
0.10520935867343073,0.10547436965245705,0.1125695216907674,0.10504410248577645
0.10146134625577341,0.10520935867343073,0.09985168705969583,0.08679216464928019
0.09498750662527444,0.10146134625577341,0.09725621060437517,0.08935049066401934
0.09582039827364275,0.09498750662527444,0.09822024471635138,0.09015235404177335
0.09529037631559023,0.09582039827364275,0.09325176121616607,0.0800717858642942
0.09033088513666987,0.09529037631559023,0.08946978123841309,0.08022452174577122
0.08703717725448623,0.09033088513666987,0.08783833889506854,0.07850624307915532
0.08828651472703863,0.08703717725448623,0.08387096774193548,0.07487876589407771
0.10123419398803657,0.08828651472703863,0.08446421950315164,0.07464966207186219
0.09267812523661689,0.10123419398803657,0.096551724137931,0.08133185688647904
0.093246005905959,0.09267812523661689,0.09451242120875036,0.08102638512352522
0.09400318013174835,0.093246005905959,0.09195402298850575,0.07911718660506317
0.10377072764443096,0.09400318013174835,0.0889506859473489,0.07728435602733974
0.09737260543651094,0.10377072764443096,0.09777530589543937,0.07842987513841693
0.10040130233966826,0.09737260543651094,0.09822024471635138,0.08992325021955783
0.09116377678503818,0.10040130233966826,0.09822024471635138,0.10191301691549892
0.09074733096085408,0.09116377678503818,0.09232480533926579,0.08205735232349465
0.08832437343832811,0.09074733096085408,0.08502039302929176,0.07476421398296995
0.08756719921253875,0.08832437343832811,0.08553948832035585,0.07632975676810883
0.08881653668509126,0.08756719921253875,0.08817204301075265,0.07793348352361684
0.08431135004164458,0.08881653668509126,0.08446421950315164,0.0727786475237695
0.08567426364806541,0.08431135004164458,0.08075639599555062,0.07201496811638475
0.08415991519648669,0.08567426364806541,0.08097886540600663,0.0701057695979228
0.08794578632543348,0.08415991519648669,0.08005190952910635,0.07090763297567682
0.0894601347770122,0.08794578632543348,0.08227660363366696,0.06747107564244526
0.09423033239948508,0.0894601347770122,0.08553948832035585,0.07174768032380008
0.09563110471719538,0.09423033239948508,0.08902484241750086,0.0706785291534614
0.0908609070947225,0.09563110471719538,0.0898034853540971,0.0788498988124785
0.08999015673506472,0.0908609070947225,0.09354838709677415,0.08293558364198705
0.08574998107064435,0.08999015673506472,0.08616981831664805,0.07579518118293938
0.08586355720451277,0.08574998107064435,0.08728216536892841,0.07850624307915532
0.08779435148027559,0.08586355720451277,0.08160919540229883,0.06972392989423037
0.08593927462709161,0.08779435148027559,0.0840192806822394,0.07560426133109321
0.08654501400772319,0.08593927462709161,0.0830552465702632,0.07144220856084615
0.0874914817899598,0.08654501400772319,0.08338895068594732,0.07388598266447743
0.08510638297872342,0.0874914817899598,0.08353726362625136,0.07430600633853912
0.07920042401756633,0.08510638297872342,0.08120133481646263,0.06980029783496888
0.08328916483682891,0.07920042401756633,0.0777901371894697,0.06827293902019937
0.08328916483682891,0.08328916483682891,0.08005190952910635,0.0672037878498607
0.08287271901264481,0.08328916483682891,0.07953281423804215,0.06995303371644579
0.08321344741425007,0.08287271901264481,0.07834631071560993,0.06750925961281451
0.06579844022109482,0.08321344741425007,0.07934742306266218,0.06773836343502992
0.08226697963201324,0.06579844022109482,0.07934742306266218,0.06964756195349198
