"High","MA(Open)","MA(High)","MA(Low)","MA(Volume)","Volume(-1)","Volume(-2)","Volume(-3)","Volume(-4)","Volume(-5)","Volume(-6)","Volume(-7)","Volume(-8)","Volume(-9)","Volume(-10)","Low(-1)","Low(-2)","Low(-3)","Low(-4)","Low(-5)","Low(-6)","Low(-7)","Low(-8)","Low(-9)","Low(-10)","MA(Open) (#1)","MA(High) (#1)","MA(Low) (#1)","MA(Close) (#1)","MA(Volume) (#1)","MA(Open) (#2)","MA(High) (#2)","MA(Low) (#2)","MA(Close) (#2)","MA(Volume) (#2)","MA15>MA50","MA50>MA200","return_diff_last_day","previsto","erro"
37945.0,36110.000000000015,37741.00000000012,34453.333333333336,2011680.0000000042,2485800.0,2184800.0,2342000.0,1696200.0,2251800.0,1962800.0000000002,1647799.9999999998,1533600.0,1549600.0,1849400.0,34852.0,33387.0,29438.000000000004,29435.0,30788.000000000004,32706.0,35028.0,38083.0,36401.0,35834.0,58669.81999999995,59549.20500000002,57607.43500000001,58564.39999999995,1789586.0,44105.763747063094,45324.659423851284,42385.352440991825,43838.219271127266,1800274.9872439236,0.0,0.0,-192.0,36949.580434115596,-995.4195658844037
37786.0,36023.60000000001,37343.40000000012,34673.46666666667,1962906.666666671,2127800.0,2134200.0,1676800.0,2001999.9999999998,2485800.0,2184800.0,2342000.0,1696200.0,2251800.0,1962800.0000000002,37711.0,38256.0,36938.0,35858.0,34852.0,33387.0,29438.000000000004,29435.0,30788.000000000004,32706.0,58302.45999999995,59177.21000000002,57248.53500000001,58205.91499999995,1746168.9999999998,43262.636546472626,44445.38920118964,41595.84185675816,42992.889739183476,1828202.1840797868,0.0,0.0,-1424.0000000000005,36318.50650704264,-1467.4934929573574
38725.0,36036.46666666668,37253.133333333455,34697.46666666667,1951733.3333333372,1764400.0,1998999.9999999998,2127800.0,2134200.0,1676800.0,2001999.9999999998,2485800.0,2184800.0,2342000.0,1696200.0,36297.0,35387.0,37711.0,38256.0,36938.0,35858.0,34852.0,33387.0,29438.000000000004,29435.0,58115.92999999995,58990.55000000002,57075.24500000001,58014.629999999954,1724720.0,42744.17929568658,43967.51152328195,41188.434562889786,42510.6690748864,1811633.4655807642,0.0,0.0,111.0,36057.860606324364,-2667.139393675636
37217.0,35291.13333333335,36357.13333333345,34326.2,1701013.3333333374,878600.0,2075199.9999999998,1712200.0,1995600.0,1894799.9999999998,1567200.0,1750800.0,1393600.0,1628600.0,1890000.0,36114.0,34319.0,33620.0,31255.0,31081.0,33275.0,33882.0,34427.0,35016.0,33645.0,56496.14999999995,57374.93500000002,55433.32000000002,56374.84999999994,1572937.0,39621.61208425603,40754.12934920157,38288.86233980199,39503.629881732035,1765342.1331132278,0.0,0.0,383.0,35496.21017196526,-1720.7898280347436
35476.0,35059.86666666668,35939.53333333344,33982.4,1736026.666666671,1596400.0,1458800.0,1547400.0,878600.0,2075199.9999999998,1712200.0,1995600.0,1894799.9999999998,1567200.0,1750800.0,34743.0,34396.0,35944.0,36114.0,34319.0,33620.0,31255.0,31081.0,33275.0,33882.0,56095.92499999995,56962.70000000002,55022.47500000002,55955.81999999994,1567688.0,39147.06823243426,40207.471031535504,37838.227132968204,38996.606327550435,1766407.6186281156,0.0,0.0,296.0,34198.42712135783,-1277.5728786421678
35944.0,34929.86666666668,35851.733333333446,34042.86666666667,1659453.3333333377,2237800.0,1596400.0,1458800.0,1547400.0,878600.0,2075199.9999999998,1712200.0,1995600.0,1894799.9999999998,1567200.0,33798.0,34743.0,34396.0,35944.0,36114.0,34319.0,33620.0,31255.0,31081.0,33275.0,55953.739999999954,56819.26500000003,54880.015000000014,55812.499999999935,1561898.9999999998,38996.63418410351,40040.27608912234,37731.94371598906,38844.896275489635,1746736.7316230915,0.0,0.0,-169.0,34337.69125628853,-1606.3087437114664
38863.0,35103.400000000016,36079.066666666775,34304.53333333333,1756226.6666666712,2422400.0,1929800.0000000002,1264800.0,2237800.0,1596400.0,1458800.0,1547400.0,878600.0,2075199.9999999998,1712200.0,35347.0,34013.0,35128.0,33798.0,34743.0,34396.0,35944.0,36114.0,34319.0,33620.0,55530.629999999954,56407.780000000035,54458.06500000002,55396.53499999994,1553667.0,38691.062571149814,39766.57383366242,37504.361702832226,38662.78778083151,1789207.9798774614,0.0,0.0,-317.0,37217.4109646726,-1645.5890353274008
39748.0,35255.000000000015,36349.066666666775,34577.2,1788373.3333333377,2011599.9999999998,2422400.0,1929800.0000000002,1264800.0,2237800.0,1596400.0,1458800.0,1547400.0,878600.0,2075199.9999999998,37653.0,35347.0,34013.0,35128.0,33798.0,34743.0,34396.0,35944.0,36114.0,34319.0,55394.599999999955,56276.68000000003,54324.69000000001,55264.079999999936,1540618.9999999998,38662.86403894786,39765.8454480286,37522.7004595839,38676.16865217145,1806611.588509718,0.0,0.0,1036.0,37715.996293673874,-2032.0037063261261
41889.0,38507.933333333356,39435.66666666677,37868.8,1499146.6666666707,1055200.0,1569800.0,984800.0,508600.00000000006,860000.0,1275600.0,1219200.0,1696200.0,2284800.0,1614000.0,37550.0,37065.0,36638.0,36334.0,36452.0,37478.0,38728.0,38995.0,39121.0,38324.0,53687.724999999955,54585.04500000003,52650.35000000002,53587.70499999994,1455382.0,38582.76892566677,39603.83036355066,37652.83466137903,38697.398004092036,1638703.2731965824,1.0,0.0,1275.000000000001,40120.08957373295,-1768.9104262670517
39174.0,39613.73333333335,40405.20000000011,38751.73333333334,1556453.333333337,791000.0,1734200.0,2029399.9999999998,2198400.0,1798400.0,1554600.0,1573400.0,1556000.0,1383600.0,1791000.0,38700.0,38578.0,36806.0,37658.0,38623.0,39345.0,41181.0,40251.0,40563.0,41520.0,52547.42999999994,53419.25000000002,51485.220000000016,52414.98499999996,1439951.9999999998,39115.79782001708,39966.54879409189,38124.73019877594,39042.96442061334,1629116.1518353664,1.0,0.0,-1556.0,36966.932460783326,-2207.067539216674
38660.0,39762.33333333334,40429.80000000013,38753.40000000001,1639106.6666666702,1744600.0,1671999.9999999998,1417800.0,791000.0,1734200.0,2029399.9999999998,2198400.0,1798400.0,1554600.0,1573400.0,37255.0,37279.0,37272.0,38700.0,38578.0,36806.0,37658.0,38623.0,39345.0,41181.0,52151.97499999995,53025.13000000002,51085.220000000016,52022.019999999946,1451198.9999999998,38979.6922128532,39821.521248057834,38007.19873318551,38945.85101597982,1627328.9077902096,1.0,0.0,238.0,37081.6278197,-1578.3721803000008
39511.0,37999.533333333326,38752.333333333445,37321.4,1530000.0000000035,1526799.9999999998,1595200.0,1631800.0,1401200.0,1788200.0,1067400.0,1481200.0,1354600.0,1796200.0,1731400.0,38467.0,38580.0,38286.0,38238.0,36745.0,36392.0,36476.0,36973.0,36468.0,35722.0,47151.439999999944,48021.07000000002,46078.93500000002,46990.559999999954,1535355.9999999998,38976.13312040731,39742.55885660485,38248.71454549591,38997.592179381274,1594809.6966552536,0.0,0.0,904.0,38024.6064823314,-1486.393517668599
42439.0,38871.73333333333,39783.73333333345,38355.333333333336,1589186.6666666702,1883400.0,1394200.0,1902800.0,1731800.0,1456800.0,1526799.9999999998,1595200.0,1631800.0,1401200.0,1788200.0,40077.0,40076.0,40146.0,38850.0,38080.0,38467.0,38580.0,38286.0,38238.0,36745.0,46389.68499999994,47265.91000000002,45332.765000000014,46241.43999999996,1544547.0,39265.33498499855,40075.48838942984,38596.39052831784,39352.35034514961,1622785.0179646919,0.0,0.0,-963.0,41131.05570032868,-1307.9442996713187
44390.0,42037.46666666667,42846.40000000012,41584.6,1727960.0000000035,1707600.0,1466200.0,1882800.0,2363600.0,1671600.0,1591200.0,1508600.0,1342000.0,1640400.0,1956400.0,43593.0,43429.0,43520.0,41977.0,40256.0,40661.0,40351.0,41586.0,41801.0,41114.0,44983.10499999992,45876.66,43957.98000000002,44881.29499999996,1575492.9999999998,40456.94677366817,41238.13496302623,39852.139040047696,40603.22621349397,1658835.3232965972,1.0,0.0,357.0,43137.18247598604,-1252.8175240139608
47410.0,45315.39999999999,45960.066666666775,44910.26666666666,1668720.0000000037,1792399.9999999998,1687400.0,1528400.0,1243600.0,1364400.0,1272800.0,1465600.0,1770800.0,1758000.0,2127600.0,44966.0,45662.0,45801.0,44888.0,44434.0,44275.0,45723.0,45277.0,44811.00000000001,45284.0,43870.46499999993,44760.17500000001,42883.735000000015,43805.409999999974,1608719.0,42525.808539530764,43266.26566274419,41995.81330359377,42710.30445134736,1656843.473863641,1.0,0.0,1406.0,45722.137479529905,-1687.8625204700948
51389.0,47592.86666666666,48453.6000000001,47109.2,1764573.333333337,1692800.0,2030200.0,2468600.0,1945399.9999999998,2502000.0,2136000.0,2053400.0,1792399.9999999998,1687400.0,1528400.0,50051.0,49743.0,50672.0,50013.0,47290.0,47235.0,45825.0,44966.0,45662.0,45801.0,43491.67499999994,44385.17000000001,42514.66500000002,43442.83499999997,1631898.9999999998,44327.237033265556,45151.74368385193,43797.26947890935,44587.67727801304,1736946.6956189745,1.0,1.0,-420.0,50713.709913422266,-675.2900865777337
52640.0,49708.26666666666,50732.0000000001,49156.6,1893333.3333333367,2003200.0,1731600.0,1508800.0,1416200.0,1712200.0,1852000.0,1285600.0,1692800.0,2030200.0,2468600.0,50987.0,49012.0,48796.0,48284.0,48430.0,49808.0,50060.0,50051.0,49743.0,50672.0,43200.83999999995,44098.06500000002,42226.60000000001,43157.344999999965,1647730.9999999998,45761.875610609626,46599.05040317743,45202.94948897492,45976.737575406434,1743633.339931993,1.0,1.0,-102.0,51011.53485261183,-1628.4651473881677
50893.0,50259.8,51172.06666666677,49589.53333333333,1813360.0000000033,1681000.0,2062000.0,2003200.0,1731600.0,1508800.0,1416200.0,1712200.0,1852000.0,1285600.0,1692800.0,49565.0,51143.0,50987.0,49012.0,48796.0,48284.0,48430.0,49808.0,50060.0,50051.0,43109.989999999954,44011.11000000002,42140.78500000001,43074.94499999997,1651297.0,46138.1212383982,46942.452140726265,45554.990281825754,46311.652794521666,1724221.1646200372,1.0,1.0,481.0,50046.815410054216,-846.184589945784
54857.0,50922.2,51800.400000000096,50380.8,1674533.3333333363,2841400.0,1518800.0,1731400.0,1456600.0,491000.0,1308800.0,1681000.0,2062000.0,2003200.0,1731600.0,52432.0,51795.0,51637.0,50074.0,50558.0,49989.0,49565.0,51143.0,50987.0,49012.0,42962.00999999995,43877.15500000003,42013.625000000015,42961.09499999997,1664525.9999999998,47376.80127980679,48242.16252867706,46863.047977365946,47655.282104674225,1713679.6771353194,1.0,1.0,1288.0,53607.8074855763,-1249.192514423703
54001.0,51401.399999999994,52272.0000000001,50864.46666666667,1700680.0000000033,1919000.0,1802999.9999999998,2841400.0,1518800.0,1731400.0,1456600.0,491000.0,1308800.0,1681000.0,2062000.0,53850.0,53202.0,52432.0,51795.0,51637.0,50074.0,50558.0,49989.0,49565.0,51143.0,42958.284999999945,43867.700000000026,41999.290000000015,42946.14999999997,1668562.9999999998,47904.35443014844,48720.92434884798,47313.75017057119,48068.13007817102,1734110.61314952,1.0,1.0,-1913.0,52731.2323522189,-1269.7676477810965
51275.0,52898.66666666666,53551.06666666677,52146.66666666666,1601826.6666666698,1638000.0,1328600.0,1662800.0,1421800.0,1437800.0,1228400.0,1184800.0,1442200.0,1398400.0,2037399.9999999998,50265.0,51166.0,51252.0,53143.0,52819.0,52845.0,52483.0,53050.0,51745.0,51643.0,42858.34499999994,43755.76500000002,41890.63500000002,42835.57499999995,1691490.9999999998,49461.692055433916,50182.077311204266,48806.664640574,49517.60718061362,1621685.0043874467,1.0,1.0,-143.0,50668.38108679475,-606.6189132052532
50758.0,52169.333333333336,52686.60000000011,51325.99999999999,1435840.0000000028,1395200.0,1602000.0,1225000.0,1165000.0,1638000.0,1328600.0,1662800.0,1421800.0,1437800.0,1228400.0,49130.0,49411.0,50908.0,50510.0,50265.0,51166.0,51252.0,53143.0,52819.0,52845.0,42752.64499999994,43651.940000000024,41783.81000000002,42729.20999999995,1700213.0,49596.272924759745,50288.581312175,48941.78402277267,49598.57737418424,1588779.827676629,1.0,1.0,-142.0,49273.269837086955,-1484.7301629130452
52383.0,51485.33333333333,52049.533333333435,50856.399999999994,1386906.6666666693,1321200.0,1052800.0,1220400.0,1591600.0,1370200.0,1395200.0,1602000.0,1225000.0,1165000.0,1638000.0,51102.0,51488.0,51341.0,49327.0,49520.0,49130.0,49411.0,50908.0,50510.0,50265.0,42724.06499999993,43627.92000000003,41791.39500000002,42739.80499999996,1696146.0,49903.15423323457,50621.74295416825,49310.579243978114,49966.805195108645,1538044.6112830536,1.0,1.0,79.0,51016.70413407058,-1366.2958659294236
51167.0,51218.26666666666,51697.6000000001,50560.46666666666,1295880.0000000026,1006400.0,1371200.0,1321200.0,1052800.0,1220400.0,1591600.0,1370200.0,1395200.0,1602000.0,1225000.0,50608.0,51464.0,51102.0,51488.0,51341.0,49327.0,49520.0,49130.0,49411.0,50908.0,42746.54499999993,43635.31000000003,41819.89500000002,42745.089999999946,1686312.0,50008.78481891434,50677.648148003835,49422.38168580986,50044.64408821832,1476827.340134799,1.0,1.0,-90.0,50510.10408084376,-656.895919156239
51488.0,50408.799999999996,51034.0000000001,49849.13333333333,1311253.3333333358,1431200.0,1331400.0,1038800.0000000001,1545600.0,1637400.0,1377800.0,487800.0,1006400.0,1371200.0,1321200.0,48573.0,48262.0,48714.0,48456.0,49400.0,49691.0,50915.0,50608.0,51464.0,51102.0,42740.57499999993,43597.16500000003,41846.92000000003,42739.43499999994,1671353.9999999998,49905.575279270604,50564.40091663488,49277.58227101089,49959.89967148673,1475014.4210490894,1.0,1.0,2424.0,49571.10729620198,-1916.8927037980175
52352.0,50656.99999999999,51195.13333333344,50088.6,1299106.666666669,1547400.0,1885000.0,1431200.0,1331400.0,1038800.0000000001,1545600.0,1637400.0,1377800.0,487800.0,1006400.0,50703.0,48876.0,48573.0,48262.0,48714.0,48456.0,49400.0,49691.0,50915.0,50608.0,42750.949999999924,43607.600000000035,41864.68000000003,42762.20499999994,1670993.0,50036.73135160658,50701.32818179175,49427.697436638664,50116.50407967691,1468219.6174313203,1.0,1.0,154.0,51488.35141921477,-863.6485807852296
56586.0,53832.13333333332,54531.26666666678,53433.066666666666,1357040.0000000026,1512800.0,1256400.0,1225200.0,1248200.0,1231600.0,1304800.0,1108600.0,1131800.0,2061200.0,1360000.0,55727.0,54766.0,54206.0,53735.0,53256.0,53779.0,53943.0,54037.0,53065.0,52543.0,43362.489999999925,44183.07500000005,42625.31500000003,43440.16999999993,1633540.9999999998,51773.6064958095,52449.011977660906,51248.7922789566,51954.49547269505,1416927.3413989127,1.0,1.0,346.0,55767.61804737518,-818.381952624819
56897.0,55982.66666666664,56558.733333333425,55488.533333333326,1331640.0000000023,1279200.0,1129400.0,1402000.0,1496800.0,1511400.0,1659800.0,1406600.0,1191200.0,1259200.0,1333400.0,54918.0,55216.0,54881.0,55979.0,56533.0,55714.0,55568.00000000001,56151.0,55758.0,55361.0,44453.01999999993,45232.94500000006,43800.95500000003,44570.094999999936,1599593.9999999998,53352.92438324292,53965.57243355672,52813.436301422465,53489.1266003996,1387162.8808219566,1.0,1.0,675.0,56137.165729767235,-759.8342702327645
58634.0,56337.799999999974,56907.800000000105,55859.333333333336,1344093.3333333356,1240400.0,1070200.0,1279200.0,1129400.0,1402000.0,1496800.0,1511400.0,1659800.0,1406600.0,1191200.0,56836.0,56143.0,54918.0,55216.0,54881.0,55979.0,56533.0,55714.0,55568.00000000001,56151.0,44684.65999999992,45448.24500000006,44032.43000000004,44786.14499999993,1589583.0,53655.848306100066,54292.442680880304,53156.54923480021,53816.94923781601,1383234.6316238055,1.0,1.0,46.0,57456.70437808956,-1177.295621910438
58311.0,56456.46666666663,57018.13333333343,55970.933333333334,1326653.3333333356,1428000.0,1240400.0,1070200.0,1279200.0,1129400.0,1402000.0,1496800.0,1511400.0,1659800.0,1406600.0,57698.0,56836.0,56143.0,54918.0,55216.0,54881.0,55979.0,56533.0,55714.0,55568.00000000001,44786.31499999992,45550.07500000006,44140.14500000003,44886.96499999993,1585828.9999999998,53817.501313703986,54450.03316398304,53322.99828441588,53958.284561823224,1378056.8029326757,1.0,1.0,-354.0,57116.9568317158,-1194.0431682842027
