"Close","Close(-1)","Volume(-1)","return_diff_last_day"
0.8529418516562981,0.8644200087233995,0.09564826394255764,0.426609183878083
0.8075801749271136,0.8529418516562981,0.08234153470007166,0.2786244235011029
0.808177039094603,0.8075801749271136,0.08019166186575238,0.4793463003809906
0.7973416588232594,0.808177039094603,0.060322902468840894,0.4294164828554241
0.8360230481393909,0.7973416588232594,0.07930642011044445,0.64567876478845
0.7922683133996007,0.8360230481393909,0.09494569112088468,0.2856426709444556
0.8008539748857924,0.7922683133996007,0.08887546194163025,0.5142370162422298
0.8168545258373316,0.8008539748857924,0.07728301038402631,0.5466212151594145
0.779619384311655,0.8168545258373316,0.06817766661514466,0.3141167034289152
0.7270494249443309,0.779619384311655,0.0886506386386949,0.24714257068377785
0.6849705011363376,0.7270494249443309,0.0919667823569913,0.2929617004210949
0.6870824820366843,0.6849705011363376,0.08484269394522742,0.48596350511329456
0.6807235830215101,0.6870824820366843,0.04510517515140444,0.4489673150190495
0.6910080117536328,0.6807235830215101,0.07576545308921269,0.5216563063966313
0.7074676889878562,0.6910080117536328,0.08680989784591173,0.5486264287146582
0.7050572760037648,0.7074676889878562,0.1044725785827701,0.4662121515941448
0.7182112440026629,0.7050572760037648,0.07384040355782877,0.5341888911169039
0.7249604003581185,0.7182112440026629,0.06817766661514466,0.5062161620212553
0.7488579233718236,0.7249604003581185,0.10351707954529486,0.581110888309605
0.7041619797525309,0.7488579233718236,0.11069737378279258,0.28153198315620614
0.7013842657422924,0.7041619797525309,0.13299703514269254,0.46460798074994986
0.7193820160235074,0.7013842657422924,0.08645861143507524,0.5553438941247243
0.6935561626225293,0.7193820160235074,0.08645861143507524,0.3639462602767195
0.6883680356281996,0.6935561626225293,0.0845757162729917,0.4540806095849208
0.642753839443539,0.6883680356281996,0.09990585524189582,0.2775215560457189
0.6373591056220014,0.642753839443539,0.12483313895485267,0.4531782634850612
0.6297835219577146,0.6373591056220014,0.08314246771677884,0.4436534990976539
0.6567342347512684,0.6297835219577146,0.062360363651692494,0.5944455584519751
0.7016138288836344,0.6567342347512684,0.0785616929194711,0.672749147784239
0.6902963660154726,0.7016138288836344,0.10733907569519581,0.4273110086224183
0.6472532770138426,0.6902963660154726,0.08973260078407126,0.28875075195508326
0.6008585661486192,0.6472532770138426,0.07021512779799625,0.27411269300180474
0.6206469089323019,0.6008585661486192,0.08065535992805654,0.5631642269901744
0.6452331213700329,0.6206469089323019,0.0985288125114168,0.5841187086424704
0.6332040127637106,0.6452331213700329,0.08900192504953139,0.4242029276117907
0.6232409724294667,0.6332040127637106,0.07843522981156997,0.43322638861038704
0.5804504028833131,0.6232409724294667,0.07406522686076411,0.2898536194104672
0.5754688827161911,0.5804504028833131,0.08491295122739471,0.4549829556847804
0.5770758247055854,0.5754688827161911,0.08614947939353913,0.4837577702025266
0.5900461421914098,0.5770758247055854,0.13509070215127797,0.5333868056948065
0.5695231973554327,0.5900461421914098,0.0748661598774713,0.38710647683978344
0.5484722572943688,0.5695231973554327,0.06644933747382917,0.38480048125125327
0.5556346273042401,0.5484722572943688,0.05950791799570025,0.5080208542209745
0.5955327012694842,0.5556346273042401,0.0707209802296008,0.6509925807098456
0.6083423245563693,0.5955327012694842,0.08075372012309076,0.5326849809504712
