"Close","MA(Open)","MA(High)","MA(Low)","MA(Close)","MA(Volume)","Close(-6)","Close(-7)","Close(-8)","Close(-9)","Close(-10)","Volume(-1)","Volume(-2)","Volume(-3)","Volume(-4)","Volume(-5)","Volume(-6)","Volume(-7)","Volume(-8)","Volume(-9)","Volume(-10)","Low(-1)","Low(-2)","Low(-3)","Low(-4)","Low(-5)","Low(-6)","Low(-7)","Low(-8)","Low(-9)","Low(-10)","MA(Open) (#1)","MA(High) (#1)","MA(Low) (#1)","MA(Close) (#1)","MA(Volume) (#1)","MA(Open) (#2)","MA(High) (#2)","MA(Low) (#2)","MA(Close) (#2)","MA(Volume) (#2)","MA15>MA50","MA50>MA200","return_diff_last_day","previsto","erro"
55609.0,59362.26666666668,60053.46666666675,58351.73333333334,59019.66666666663,1329826.6666666707,57199.0,57434.0,59421.0,59647.0,60772.0,999399.9999999999,1277200.0,1527800.0,1118200.0,887599.9999999999,1183400.0,1776800.0,1422000.0,1203800.0,1230600.0,57492.0,59225.0,58069.0,56869.0,56839.0,56418.0,57334.0,59313.0,59231.0,60002.0,63473.204999999965,64255.24500000001,62637.980000000025,63439.39499999996,2680632.0,62524.53630216703,63214.840232658484,61580.54288463911,62254.31073494356,1286283.958983159,0.0,0.0,-2020.9999999999995,55405.749020706506,-203.2509792934943
57542.0,58718.86666666667,59448.46666666675,57847.0,58415.79999999996,1304506.6666666707,58043.0,56869.0,57199.0,57434.0,59421.0,1402400.0,1148000.0,999399.9999999999,1277200.0,1527800.0,1118200.0,887599.9999999999,1183400.0,1776800.0,1422000.0,55609.0,55367.0,57492.0,59225.0,58069.0,56869.0,56839.0,56418.0,57334.0,59313.0,63402.55999999997,64193.06500000001,62570.61500000002,63375.72999999996,2632850.0,62026.658847175335,62767.86212941678,61155.252389857174,61851.61171649347,1289894.8810144423,0.0,0.0,1071.0,57317.07614693188,-224.92385306811775
54573.0,57238.53333333334,57895.60000000009,56382.4,56913.19999999996,1274386.6666666707,56471.0,55609.0,57630.0,59505.0,59998.0,1226200.0,1208600.0,1054200.0,1116400.0,1266800.0,1402400.0,1148000.0,999399.9999999999,1277200.0,1527800.0,54325.0,54569.0,56152.0,56960.0,56473.0,55609.0,55367.0,57492.0,59225.0,58069.0,63236.829999999965,64020.155,62406.485,63194.72999999995,2530707.0,60935.84585467314,61636.69817377708,60066.04604153089,60686.39596269959,1295376.667353486,0.0,0.0,70.0,54700.8794536787,127.8794536787027
55377.0,56034.466666666674,56713.26666666675,55176.466666666674,55725.3333333333,1175760.000000004,54503.0,54720.0,56584.0,57018.0,57542.0,1006600.0,847000.0,945800.0000000001,1065600.0,1922799.9999999998,1226200.0,1208600.0,1054200.0,1116400.0,1266800.0,52345.0,53050.0,53831.0,54573.0,54035.0,54325.0,54569.0,56152.0,56960.0,56473.0,63038.02999999997,63831.71000000001,62218.755000000005,63004.49499999995,2398465.0,59706.78136896831,60461.913035169506,58868.770351544226,59536.76219191901,1242703.39343559,0.0,0.0,1738.0,55034.968309300224,-342.03169069977594
49229.0,52614.46666666668,53394.13333333343,51279.13333333333,52274.46666666663,1372746.666666671,50718.0,51940.0,51409.0,53527.0,54404.0,1589800.0,1393800.0,1556200.0,1904799.9999999998,1481000.0,1466000.0,1441600.0,1542200.0,1439800.0,1163200.0,48409.0,50789.0,48217.0,47606.0,48419.0,50646.0,50092.0,51157.0,52891.0,54207.0,62079.729999999974,62863.93500000001,61238.575000000004,62032.06999999996,1944854.0,55990.710538232335,56742.081617375254,54898.22269925698,55726.42091631936,1292379.5781582193,0.0,0.0,813.0,48571.28482029876,-657.7151797012411
48423.0,51630.80000000002,52467.800000000105,50030.600000000006,51103.19999999997,1553466.666666671,49633.0,48435.0,50718.0,51940.0,51409.0,2322200.0,2046400.0,1589800.0,1393800.0,1556200.0,1904799.9999999998,1481000.0,1466000.0,1441600.0,1542200.0,45859.0,46261.0,48409.0,50789.0,48217.0,47606.0,48419.0,50646.0,50092.0,51157.0,61962.86999999998,62745.89000000003,61106.705000000016,61897.99499999996,1906808.0,55340.16839765315,56155.05804049135,54181.04755898348,55070.113271850365,1371973.9204759265,0.0,0.0,2514.000000000001,47819.15888229587,-603.8411177041271
46028.0,50066.133333333346,51207.2000000001,48214.13333333334,49758.59999999998,1753680.000000004,53055.00000000001,48423.0,45909.0,49229.0,48416.0,1989400.0,1401400.0,1203000.0,1648800.0,1450200.0,2103800.0,2332600.0,2322200.0,2046400.0,1589800.0,49902.0,49848.0,49598.0,49289.0,51530.0,48424.0,45295.0,45859.0,46261.0,48409.0,61516.51999999996,62305.095000000016,60607.60500000001,61420.33999999997,1884075.0,54215.069938635876,55113.81991344076,52868.95063755065,53896.32981523659,1444755.4926013125,0.0,0.0,-4755.0,43890.76695249973,-2137.2330475002673
46145.00000000001,49838.8,51023.333333333445,47850.00000000001,49501.73333333331,1740160.0000000042,49843.0,49593.0,51541.0,53055.00000000001,48423.0,1498000.0,1557000.0,1881799.9999999998,1989400.0,1401400.0,1203000.0,1648800.0,1450200.0,2103800.0,2332600.0,47641.0,46026.0,43766.0,49902.0,49848.0,49598.0,49289.0,51530.0,48424.0,45295.0,61265.35499999996,62058.51500000003,60332.220000000016,61174.264999999956,1866172.0,53569.45781947043,54504.96131198703,52120.1013905451,53280.31360813541,1460214.8898165247,0.0,0.0,-3654.0,43100.623451361884,-3044.3765486381235
39043.0,41002.60000000001,42313.20000000011,38472.466666666674,40302.79999999998,1990986.6666666707,40829.0,35610.0,37080.0,38594.0,40140.0,1549600.0,1849400.0,2284000.0,2147000.0,2264400.0,1974000.0,2444600.0,2180800.0,2832800.0,1969600.0,36401.0,35834.0,33752.0,35411.0,40218.0,35609.0,33238.0,36832.0,37597.0,39583.0,59767.84499999996,60618.120000000024,58732.490000000005,59659.964999999946,1834373.0,47809.39475526718,48981.23654173779,46017.83864469934,47466.910936987646,1692834.189198943,0.0,0.0,-398.0,38167.67181990572,-875.3281800942787
33818.0,39320.53333333335,40658.600000000115,36804.46666666668,38499.066666666644,2019546.666666671,36833.0,41569.0,40829.0,35610.0,37080.0,1647799.9999999998,1533600.0,1549600.0,1849400.0,2284000.0,2147000.0,2264400.0,1974000.0,2444600.0,2180800.0,35028.0,38083.0,36401.0,35834.0,33752.0,35411.0,40218.0,35609.0,33238.0,36832.0,59529.279999999955,60371.44500000002,58466.845000000016,59390.13999999994,1824739.0,46979.47282099058,48088.972294007086,45081.732635879715,46464.57099565834,1701724.293835703,0.0,0.0,-1252.0,33879.28197247093,61.2819724709334
37257.0,36110.000000000015,37741.00000000012,34453.333333333336,36219.93333333331,2011680.0000000042,33818.0,35070.0,39043.0,39441.0,36399.0,2485800.0,2184800.0,2342000.0,1696200.0,2251800.0,1962800.0000000002,1647799.9999999998,1533600.0,1549600.0,1849400.0,34852.0,33387.0,29438.000000000004,29435.0,30788.000000000004,32706.0,35028.0,38083.0,36401.0,35834.0,58669.81999999995,59549.20500000002,57607.43500000001,58564.39999999995,1789586.0,44105.763747063094,45324.659423851284,42385.352440991825,43838.219271127266,1800274.9872439236,0.0,0.0,-192.0,37525.3005983749,268.3005983749026
36362.0,36023.60000000001,37343.40000000012,34673.46666666667,36018.53333333331,1962906.666666671,34845.0,33387.0,29435.0,31482.0,33818.0,2127800.0,2134200.0,1676800.0,2001999.9999999998,2485800.0,2184800.0,2342000.0,1696200.0,2251800.0,1962800.0000000002,37711.0,38256.0,36938.0,35858.0,34852.0,33387.0,29438.000000000004,29435.0,30788.000000000004,32706.0,58302.45999999995,59177.21000000002,57248.53500000001,58205.91499999995,1746168.9999999998,43262.636546472626,44445.38920118964,41595.84185675816,42992.889739183476,1828202.1840797868,0.0,0.0,-1424.0000000000005,35831.136816999606,-530.8631830003942
36776.0,36036.46666666668,37253.133333333455,34697.46666666667,35858.59999999998,1951733.3333333372,37257.0,37449.0,34845.0,33387.0,29435.0,1764400.0,1998999.9999999998,2127800.0,2134200.0,1676800.0,2001999.9999999998,2485800.0,2184800.0,2342000.0,1696200.0,36297.0,35387.0,37711.0,38256.0,36938.0,35858.0,34852.0,33387.0,29438.000000000004,29435.0,58115.92999999995,58990.55000000002,57075.24500000001,58014.629999999954,1724720.0,42744.17929568658,43967.51152328195,41188.434562889786,42510.6690748864,1811633.4655807642,0.0,0.0,111.0,36617.30091137767,-158.69908862232842
36596.0,35291.13333333335,36357.13333333345,34326.2,35307.199999999975,1701013.3333333374,33405.0,34095.0,35717.0,35789.0,35993.0,878600.0,2075199.9999999998,1712200.0,1995600.0,1894799.9999999998,1567200.0,1750800.0,1393600.0,1628600.0,1890000.0,36114.0,34319.0,33620.0,31255.0,31081.0,33275.0,33882.0,34427.0,35016.0,33645.0,56496.14999999995,57374.93500000002,55433.32000000002,56374.84999999994,1572937.0,39621.61208425603,40754.12934920157,38288.86233980199,39503.629881732035,1765342.1331132278,0.0,0.0,383.0,37150.51914594713,554.5191459471316
35297.0,35059.86666666668,35939.53333333344,33982.4,34929.59999999997,1736026.666666671,34813.0,34189.0,31251.0,33405.0,34095.0,1596400.0,1458800.0,1547400.0,878600.0,2075199.9999999998,1712200.0,1995600.0,1894799.9999999998,1567200.0,1750800.0,34743.0,34396.0,35944.0,36114.0,34319.0,33620.0,31255.0,31081.0,33275.0,33882.0,56095.92499999995,56962.70000000002,55022.47500000002,55955.81999999994,1567688.0,39147.06823243426,40207.471031535504,37838.227132968204,38996.606327550435,1766407.6186281156,0.0,0.0,296.0,35701.02009328297,404.02009328296845
35128.0,34929.86666666668,35851.733333333446,34042.86666666667,34979.86666666664,1659453.3333333377,36470.0,34813.0,34189.0,31251.0,33405.0,2237800.0,1596400.0,1458800.0,1547400.0,878600.0,2075199.9999999998,1712200.0,1995600.0,1894799.9999999998,1567200.0,33798.0,34743.0,34396.0,35944.0,36114.0,34319.0,33620.0,31255.0,31081.0,33275.0,55953.739999999954,56819.26500000003,54880.015000000014,55812.499999999935,1561898.9999999998,38996.63418410351,40040.27608912234,37731.94371598906,38844.896275489635,1746736.7316230915,0.0,0.0,-169.0,35432.01235998791,304.012359987908
37968.0,35103.400000000016,36079.066666666775,34304.53333333333,35253.26666666664,1756226.6666666712,34741.0,36596.0,36213.0,36470.0,34813.0,2422400.0,1929800.0000000002,1264800.0,2237800.0,1596400.0,1458800.0,1547400.0,878600.0,2075199.9999999998,1712200.0,35347.0,34013.0,35128.0,33798.0,34743.0,34396.0,35944.0,36114.0,34319.0,33620.0,55530.629999999954,56407.780000000035,54458.06500000002,55396.53499999994,1553667.0,38691.062571149814,39766.57383366242,37504.361702832226,38662.78778083151,1789207.9798774614,0.0,0.0,-317.0,37941.05955958096,-26.940440419042716
39004.0,35255.000000000015,36349.066666666775,34577.2,35580.53333333331,1788373.3333333377,35001.0,34741.0,36596.0,36213.0,36470.0,2011599.9999999998,2422400.0,1929800.0000000002,1264800.0,2237800.0,1596400.0,1458800.0,1547400.0,878600.0,2075199.9999999998,37653.0,35347.0,34013.0,35128.0,33798.0,34743.0,34396.0,35944.0,36114.0,34319.0,55394.599999999955,56276.68000000003,54324.69000000001,55264.079999999936,1540618.9999999998,38662.86403894786,39765.8454480286,37522.7004595839,38676.16865217145,1806611.588509718,0.0,0.0,1036.0,39622.704187401774,618.7041874017741
41519.0,38507.933333333356,39435.66666666677,37868.8,38743.39999999999,1499146.6666666707,37619.0,39131.0,39536.0,39947.0,39993.0,1055200.0,1569800.0,984800.0,508600.00000000006,860000.0,1275600.0,1219200.0,1696200.0,2284800.0,1614000.0,37550.0,37065.0,36638.0,36334.0,36452.0,37478.0,38728.0,38995.0,39121.0,38324.0,53687.724999999955,54585.04500000003,52650.35000000002,53587.70499999994,1455382.0,38582.76892566677,39603.83036355066,37652.83466137903,38697.398004092036,1638703.2731965824,1.0,0.0,1275.000000000001,41406.769752658394,-112.23024734160572
37272.0,39613.73333333335,40405.20000000011,38751.73333333334,39640.06666666665,1556453.333333337,39403.0,41583.0,41991.0,40820.0,42312.0,791000.0,1734200.0,2029399.9999999998,2198400.0,1798400.0,1554600.0,1573400.0,1556000.0,1383600.0,1791000.0,38700.0,38578.0,36806.0,37658.0,38623.0,39345.0,41181.0,40251.0,40563.0,41520.0,52547.42999999994,53419.25000000002,51485.220000000016,52414.98499999996,1439951.9999999998,39115.79782001708,39966.54879409189,38124.73019877594,39042.96442061334,1629116.1518353664,1.0,0.0,-1556.0,36947.31460925374,-324.6853907462573
38132.0,39762.33333333334,40429.80000000013,38753.40000000001,39621.06666666665,1639106.6666666702,39151.0,37982.0,39544.0,39403.0,41583.0,1744600.0,1671999.9999999998,1417800.0,791000.0,1734200.0,2029399.9999999998,2198400.0,1798400.0,1554600.0,1573400.0,37255.0,37279.0,37272.0,38700.0,38578.0,36806.0,37658.0,38623.0,39345.0,41181.0,52151.97499999995,53025.13000000002,51085.220000000016,52022.019999999946,1451198.9999999998,38979.6922128532,39821.521248057834,38007.19873318551,38945.85101597982,1627328.9077902096,1.0,0.0,238.0,38196.40554273018,64.40554273017915
39511.0,37999.533333333326,38752.333333333445,37321.4,38053.33333333331,1530000.0000000035,36741.0,37105.0,37369.0,38402.0,36468.0,1526799.9999999998,1595200.0,1631800.0,1401200.0,1788200.0,1067400.0,1481200.0,1354600.0,1796200.0,1731400.0,38467.0,38580.0,38286.0,38238.0,36745.0,36392.0,36476.0,36973.0,36468.0,35722.0,47151.439999999944,48021.07000000002,46078.93500000002,46990.559999999954,1535355.9999999998,38976.13312040731,39742.55885660485,38248.71454549591,38997.592179381274,1594809.6966552536,0.0,0.0,904.0,39630.08350372936,119.0835037293582
41476.0,38871.73333333333,39783.73333333345,38355.333333333336,39205.86666666664,1589186.6666666702,38607.0,39015.0,39152.0,38805.0,38795.0,1883400.0,1394200.0,1902800.0,1731800.0,1456800.0,1526799.9999999998,1595200.0,1631800.0,1401200.0,1788200.0,40077.0,40076.0,40146.0,38850.0,38080.0,38467.0,38580.0,38286.0,38238.0,36745.0,46389.68499999994,47265.91000000002,45332.765000000014,46241.43999999996,1544547.0,39265.33498499855,40075.48838942984,38596.39052831784,39352.35034514961,1622785.0179646919,0.0,0.0,-963.0,41811.74988547417,335.7498854741716
44182.00000000001,42037.46666666667,42846.40000000012,41584.6,42306.33333333331,1727960.0000000035,40926.0,40653.0,41907.0,42589.0,41799.0,1707600.0,1466200.0,1882800.0,2363600.0,1671600.0,1591200.0,1508600.0,1342000.0,1640400.0,1956400.0,43593.0,43429.0,43520.0,41977.0,40256.0,40661.0,40351.0,41586.0,41801.0,41114.0,44983.10499999992,45876.66,43957.98000000002,44881.29499999996,1575492.9999999998,40456.94677366817,41238.13496302623,39852.139040047696,40603.22621349397,1658835.3232965972,1.0,0.0,357.0,44155.45509083069,-26.54490916931536
47227.0,45315.39999999999,45960.066666666775,44910.26666666666,45519.59999999998,1668720.0000000037,44433.0,45778.0,46025.0,45273.0,45418.0,1792399.9999999998,1687400.0,1528400.0,1243600.0,1364400.0,1272800.0,1465600.0,1770800.0,1758000.0,2127600.0,44966.0,45662.0,45801.0,44888.0,44434.0,44275.0,45723.0,45277.0,44811.00000000001,45284.0,43870.46499999993,44760.17500000001,42883.735000000015,43805.409999999974,1608719.0,42525.808539530764,43266.26566274419,41995.81330359377,42710.30445134736,1656843.473863641,1.0,0.0,1406.0,46773.24592376738,-453.7540762326171
50976.0,47592.86666666666,48453.6000000001,47109.2,47922.266666666634,1764573.333333337,47290.0,47227.0,45821.0,45820.0,46772.00000000001,1692800.0,2030200.0,2468600.0,1945399.9999999998,2502000.0,2136000.0,2053400.0,1792399.9999999998,1687400.0,1528400.0,50051.0,49743.0,50672.0,50013.0,47290.0,47235.0,45825.0,44966.0,45662.0,45801.0,43491.67499999994,44385.17000000001,42514.66500000002,43442.83499999997,1631898.9999999998,44327.237033265556,45151.74368385193,43797.26947890935,44587.67727801304,1736946.6956189745,1.0,1.0,-420.0,50775.43205063758,-200.5679493624193
51245.0,49708.26666666666,50732.0000000001,49156.6,50068.93333333329,1893333.3333333367,50326.0,50976.0,51396.00000000001,50058.00000000001,51499.0,2003200.0,1731600.0,1508800.0,1416200.0,1712200.0,1852000.0,1285600.0,1692800.0,2030200.0,2468600.0,50987.0,49012.0,48796.0,48284.0,48430.0,49808.0,50060.0,50051.0,49743.0,50672.0,43200.83999999995,44098.06500000002,42226.60000000001,43157.344999999965,1647730.9999999998,45761.875610609626,46599.05040317743,45202.94948897492,45976.737575406434,1743633.339931993,1.0,1.0,-102.0,51484.73640120221,239.73640120220807
50568.0,50259.8,51172.06666666677,49589.53333333333,50478.13333333329,1813360.0000000033,49446.0,48679.0,50326.0,50976.0,51396.00000000001,1681000.0,2062000.0,2003200.0,1731600.0,1508800.0,1416200.0,1712200.0,1852000.0,1285600.0,1692800.0,49565.0,51143.0,50987.0,49012.0,48796.0,48284.0,48430.0,49808.0,50060.0,50051.0,43109.989999999954,44011.11000000002,42140.78500000001,43074.94499999997,1651297.0,46138.1212383982,46942.452140726265,45554.990281825754,46311.652794521666,1724221.1646200372,1.0,1.0,481.0,50798.7478825508,230.74788255080057
54486.0,50922.2,51800.400000000096,50380.8,51156.13333333329,1674533.3333333363,50568.0,50087.0,51245.0,51347.0,51463.0,2841400.0,1518800.0,1731400.0,1456600.0,491000.0,1308800.0,1681000.0,2062000.0,2003200.0,1731600.0,52432.0,51795.0,51637.0,50074.0,50558.0,49989.0,49565.0,51143.0,50987.0,49012.0,42962.00999999995,43877.15500000003,42013.625000000015,42961.09499999997,1664525.9999999998,47376.80127980679,48242.16252867706,46863.047977365946,47655.282104674225,1713679.6771353194,1.0,1.0,1288.0,54523.35224843232,37.35224843231845
52087.0,51401.399999999994,52272.0000000001,50864.46666666667,51628.26666666662,1700680.0000000033,51841.0,50816.0,50568.0,50087.0,51245.0,1919000.0,1802999.9999999998,2841400.0,1518800.0,1731400.0,1456600.0,491000.0,1308800.0,1681000.0,2062000.0,53850.0,53202.0,52432.0,51795.0,51637.0,50074.0,50558.0,49989.0,49565.0,51143.0,42958.284999999945,43867.700000000026,41999.290000000015,42946.14999999997,1668562.9999999998,47904.35443014844,48720.92434884798,47313.75017057119,48068.13007817102,1734110.61314952,1.0,1.0,-1913.0,52181.16191934499,94.16191934498784
50903.0,52898.66666666666,53551.06666666677,52146.66666666666,52837.466666666616,1601826.6666666698,53157.0,53630.0,53341.0,53464.0,52087.0,1638000.0,1328600.0,1662800.0,1421800.0,1437800.0,1228400.0,1184800.0,1442200.0,1398400.0,2037399.9999999998,50265.0,51166.0,51252.0,53143.0,52819.0,52845.0,52483.0,53050.0,51745.0,51643.0,42858.34499999994,43755.76500000002,41890.63500000002,42835.57499999995,1691490.9999999998,49461.692055433916,50182.077311204266,48806.664640574,49517.60718061362,1621685.0043874467,1.0,1.0,-143.0,50966.850897257,63.850897256997996
49672.0,52169.333333333336,52686.60000000011,51325.99999999999,51879.466666666616,1435840.0000000028,51206.00000000001,52034.0,53558.0,53411.0,53157.0,1395200.0,1602000.0,1225000.0,1165000.0,1638000.0,1328600.0,1662800.0,1421800.0,1437800.0,1228400.0,49130.0,49411.0,50908.0,50510.0,50265.0,51166.0,51252.0,53143.0,52819.0,52845.0,42752.64499999994,43651.940000000024,41783.81000000002,42729.20999999995,1700213.0,49596.272924759745,50288.581312175,48941.78402277267,49598.57737418424,1588779.827676629,1.0,1.0,-142.0,49935.231376317315,263.23137631731515
51544.0,51485.33333333333,52049.533333333435,50856.399999999994,51377.39999999995,1386906.6666666693,49814.0,49495.00000000001,51374.0,50903.0,51046.0,1321200.0,1052800.0,1220400.0,1591600.0,1370200.0,1395200.0,1602000.0,1225000.0,1165000.0,1638000.0,51102.0,51488.0,51341.0,49327.0,49520.0,49130.0,49411.0,50908.0,50510.0,50265.0,42724.06499999993,43627.92000000003,41791.39500000002,42739.80499999996,1696146.0,49903.15423323457,50621.74295416825,49310.579243978114,49966.805195108645,1538044.6112830536,1.0,1.0,79.0,51895.840086403026,351.84008640302636
50935.0,51218.26666666666,51697.6000000001,50560.46666666666,51043.466666666616,1295880.0000000026,51515.0,49672.0,49814.0,49495.00000000001,51374.0,1006400.0,1371200.0,1321200.0,1052800.0,1220400.0,1591600.0,1370200.0,1395200.0,1602000.0,1225000.0,50608.0,51464.0,51102.0,51488.0,51341.0,49327.0,49520.0,49130.0,49411.0,50908.0,42746.54499999993,43635.31000000003,41819.89500000002,42745.089999999946,1686312.0,50008.78481891434,50677.648148003835,49422.38168580986,50044.64408821832,1476827.340134799,1.0,1.0,-90.0,50533.14218134433,-401.8578186556697
51297.0,50408.799999999996,51034.0000000001,49849.13333333333,50507.66666666662,1311253.3333333358,50622.0,50935.0,51025.0,51544.0,51465.0,1431200.0,1331400.0,1038800.0000000001,1545600.0,1637400.0,1377800.0,487800.0,1006400.0,1371200.0,1321200.0,48573.0,48262.0,48714.0,48456.0,49400.0,49691.0,50915.0,50608.0,51464.0,51102.0,42740.57499999993,43597.16500000003,41846.92000000003,42739.43499999994,1671353.9999999998,49905.575279270604,50564.40091663488,49277.58227101089,49959.89967148673,1475014.4210490894,1.0,1.0,2424.0,50933.05550566329,-363.9444943367125
